name,x,class,Log 2 Fol-Change,transcript_length,GC_content (%),sense,chromosomE
ENST00000606292.5,ENST00000606292.5,Nuclear,3.734888674,577,0.415944541,antisense,chromosome_name6
ENST00000606288.1,ENST00000606288.1,Nuclear,3.257249148,791,0.609355247,antisense,chromosome_name5
ENST00000606287.1,ENST00000606287.1,Nuclear,3.474339972,649,0.579352851,antisense,chromosome_name2
ENST00000606274.1,ENST00000606274.1,Cytosol,-0.336034343,4127,0.455294403,antisense,chromosome_name6
ENST00000606270.1,ENST00000606270.1,Cytosol,-1.113593604,1962,0.561671764,antisense,chromosome_name5
ENST00000606244.2,ENST00000606244.2,Cytosol,-1.395231369,1018,0.405697446,antisense,chromosome_name8
ENST00000606188.1,ENST00000606188.1,Cytosol,-3.709264086,527,0.400379507,antisense,chromosome_name5
ENST00000606180.1,ENST00000606180.1,Nuclear,3.062662345,444,0.398648649,antisense,chromosome_name2
ENST00000606100.5,ENST00000606100.5,Nuclear,5.200513948,670,0.465671642,antisense,chromosome_name2
ENST00000606070.1,ENST00000606070.1,Cytosol,-1.851239032,2574,0.564879565,antisense,chromosome_name6
ENST00000605955.1,ENST00000605955.1,Cytosol,-0.992658197,1141,0.526730938,antisense,chromosome_name8
ENST00000605946.1,ENST00000605946.1,Cytosol,-1.781238996,382,0.620418848,antisense,chromosome_name10
ENST00000605945.1,ENST00000605945.1,Cytosol,-1.291773169,686,0.529154519,antisense,chromosome_name6
ENST00000605923.1,ENST00000605923.1,Nuclear,3.519380696,2622,0.501144165,antisense,chromosome_name8
ENST00000605919.1,ENST00000605919.1,Nuclear,3.675688894,418,0.294258373,antisense,chromosome_name3
ENST00000605899.1,ENST00000605899.1,Cytosol,-2.601598488,434,0.497695853,antisense,chromosome_name6
ENST00000605885.1,ENST00000605885.1,Nuclear,2.855291979,644,0.335403727,antisense,chromosome_name6
ENST00000605833.1,ENST00000605833.1,Cytosol,-1.489555597,918,0.606753813,antisense,chromosome_name10
ENST00000605811.1,ENST00000605811.1,Cytosol,-1.885530275,308,0.321428571,antisense,chromosome_name2
ENST00000605778.1,ENST00000605778.1,Cytosol,-0.77421231,4200,0.46,antisense,chromosome_name7
ENST00000605740.1,ENST00000605740.1,Nuclear,4.354290785,1543,0.402462735,antisense,chromosome_name2
ENST00000605700.1,ENST00000605700.1,Cytosol,-3.416784995,456,0.513157895,antisense,chromosome_name9
ENST00000605640.1,ENST00000605640.1,Nuclear,3.102335562,526,0.5,antisense,chromosome_name19
ENST00000605573.1,ENST00000605573.1,Cytosol,-0.10628694,2852,0.477208976,antisense,chromosome_name3
ENST00000605480.1,ENST00000605480.1,Nuclear,3.955760505,610,0.368852459,antisense,chromosome_name9
ENST00000605357.5,ENST00000605357.5,Cytosol,-0.569302805,737,0.398914518,antisense,chromosome_name7
ENST00000605298.1,ENST00000605298.1,Cytosol,-1.409379916,1359,0.498896247,antisense,chromosome_name14
ENST00000605136.6,ENST00000605136.6,Cytosol,-2.154107063,1286,0.546656299,antisense,chromosome_name7
ENST00000605085.1,ENST00000605085.1,Cytosol,-1.310658754,799,0.648310388,antisense,chromosome_name1
ENST00000605044.1,ENST00000605044.1,Nuclear,2.998178543,390,0.466666667,antisense,chromosome_name20
ENST00000605014.5,ENST00000605014.5,Nuclear,5.112742854,921,0.508143322,antisense,chromosome_name3
ENST00000604956.1,ENST00000604956.1,Nuclear,5.343265556,1360,0.358823529,antisense,chromosome_name2
ENST00000604845.1,ENST00000604845.1,Cytosol,-0.915519589,1747,0.392673154,antisense,chromosome_name2
ENST00000604666.1,ENST00000604666.1,Nuclear,2.943130401,2634,0.388762339,antisense,chromosome_name7
ENST00000604571.1,ENST00000604571.1,Nuclear,4.448620906,587,0.468483816,antisense,chromosome_name2
ENST00000604464.1,ENST00000604464.1,Cytosol,-0.261240931,414,0.427536232,antisense,chromosome_name2
ENST00000604215.1,ENST00000604215.1,Nuclear,3.096366432,520,0.398076923,antisense,chromosome_name2
ENST00000604135.1,ENST00000604135.1,Cytosol,-0.975825499,511,0.399217221,antisense,chromosome_name15
ENST00000603915.1,ENST00000603915.1,Nuclear,3.874531001,1649,0.371740449,antisense,chromosome_name10
ENST00000603893.1,ENST00000603893.1,Nuclear,3.05462967,424,0.712264151,antisense,chromosome_name9
ENST00000603884.5,ENST00000603884.5,Nuclear,3.781332969,556,0.525179856,antisense,chromosome_name3
ENST00000603809.5,ENST00000603809.5,Nuclear,3.08199979,619,0.450726979,antisense,chromosome_name2
ENST00000603791.1,ENST00000603791.1,Cytosol,-0.810180919,2761,0.622238319,antisense,chromosome_name6
ENST00000603652.1,ENST00000603652.1,Cytosol,-0.988790364,545,0.631192661,antisense,chromosome_name2
ENST00000603542.5,ENST00000603542.5,Cytosol,-1.505563994,3207,0.406922357,antisense,chromosome_name20
ENST00000603472.1,ENST00000603472.1,Cytosol,-1.187247807,1113,0.360287511,antisense,chromosome_name4
ENST00000603415.1,ENST00000603415.1,Nuclear,2.892679701,1798,0.397664071,antisense,chromosome_name2
ENST00000603347.5,ENST00000603347.5,Nuclear,2.977415417,651,0.509984639,antisense,chromosome_name2
ENST00000603261.1,ENST00000603261.1,Cytosol,-0.034077195,712,0.457865169,antisense,chromosome_name6
ENST00000603245.2,ENST00000603245.2,Cytosol,-2.167905716,593,0.424957841,antisense,chromosome_name20
ENST00000603156.1,ENST00000603156.1,Cytosol,-0.743902901,666,0.472972973,antisense,chromosome_name7
ENST00000603064.2,ENST00000603064.2,Cytosol,-0.467780403,1028,0.592412451,antisense,chromosome_name21
ENST00000602972.1,ENST00000602972.1,Nuclear,4.529251436,811,0.427866831,antisense,chromosome_name5
ENST00000602971.2,ENST00000602971.2,Cytosol,-9.802955147,1599,0.422138837,antisense,chromosome_name22
ENST00000602951.1,ENST00000602951.1,Cytosol,-1.428954457,476,0.485294118,antisense,chromosome_name11
ENST00000602946.1,ENST00000602946.1,Cytosol,-1.307964505,422,0.578199052,antisense,chromosome_name12
ENST00000602879.1,ENST00000602879.1,Cytosol,-0.317352186,843,0.460260973,antisense,chromosome_name3
ENST00000602861.5,ENST00000602861.5,Nuclear,3.075346868,372,0.483870968,antisense,chromosome_name6
ENST00000602810.1,ENST00000602810.1,Cytosol,-1.100241452,1536,0.405598958,antisense,chromosome_name6
ENST00000602789.1,ENST00000602789.1,Cytosol,-0.138646294,498,0.483935743,antisense,chromosome_name16
ENST00000602779.1,ENST00000602779.1,Cytosol,-0.607098096,450,0.475555556,antisense,chromosome_name16
ENST00000602768.1,ENST00000602768.1,Cytosol,-0.897181287,336,0.446428571,antisense,chromosome_name3
ENST00000602767.1,ENST00000602767.1,Cytosol,-0.288020131,694,0.360230548,antisense,chromosome_name1
ENST00000602698.5,ENST00000602698.5,Cytosol,-2.417310319,573,0.457242583,antisense,chromosome_name6
ENST00000602674.1,ENST00000602674.1,Cytosol,-0.330435864,1291,0.45468629,antisense,chromosome_name6
ENST00000602665.1,ENST00000602665.1,Nuclear,3.675467618,465,0.6,antisense,chromosome_name16
ENST00000602596.1,ENST00000602596.1,Cytosol,-0.576958605,696,0.557471264,antisense,chromosome_name16
ENST00000602516.1,ENST00000602516.1,Nuclear,3.714545394,2890,0.449480969,antisense,chromosome_name6
ENST00000602502.1,ENST00000602502.1,Cytosol,-0.299247173,2017,0.5349529,antisense,chromosome_name5
ENST00000602500.1,ENST00000602500.1,Nuclear,3.379721779,806,0.501240695,antisense,chromosome_name6
ENST00000602488.5,ENST00000602488.5,Nuclear,3.713489135,321,0.352024922,antisense,chromosome_name1
ENST00000602388.1,ENST00000602388.1,Cytosol,-0.475251208,1665,0.566966967,antisense,chromosome_name16
ENST00000602357.6,ENST00000602357.6,Cytosol,-0.236924309,435,0.565517241,antisense,chromosome_nameX
ENST00000602319.1,ENST00000602319.1,Nuclear,4.351240943,3342,0.420706164,antisense,chromosome_name6
ENST00000602306.1,ENST00000602306.1,Cytosol,-0.526681047,775,0.531612903,antisense,chromosome_name12
ENST00000602290.1,ENST00000602290.1,Cytosol,-1.149080643,821,0.49817296,antisense,chromosome_name6
ENST00000602284.1,ENST00000602284.1,Cytosol,-1.480501797,472,0.493644068,antisense,chromosome_name6
ENST00000602282.2,ENST00000602282.2,Cytosol,-0.323393874,401,0.663341646,antisense,chromosome_name16
ENST00000602172.1,ENST00000602172.1,Cytosol,-1.341574241,1969,0.383951244,antisense,chromosome_name19
ENST00000602091.1,ENST00000602091.1,Nuclear,3.707717228,959,0.433785193,antisense,chromosome_name2
ENST00000601893.1,ENST00000601893.1,Nuclear,3.514932614,719,0.611961057,antisense,chromosome_name19
ENST00000601745.1,ENST00000601745.1,Nuclear,3.077517699,574,0.470383275,antisense,chromosome_name19
ENST00000601701.1,ENST00000601701.1,Cytosol,-0.064886325,987,0.393110436,antisense,chromosome_name10
ENST00000601684.1,ENST00000601684.1,Nuclear,2.928156473,629,0.441971383,antisense,chromosome_name1
ENST00000601548.5,ENST00000601548.5,Cytosol,-1.780938204,522,0.572796935,antisense,chromosome_name19
ENST00000601511.5,ENST00000601511.5,Nuclear,4.056363606,453,0.485651214,antisense,chromosome_name3
ENST00000601508.1,ENST00000601508.1,Cytosol,-0.445456528,636,0.660377358,antisense,chromosome_name2
ENST00000601484.2,ENST00000601484.2,Cytosol,-1.036287542,763,0.526867628,antisense,chromosome_name11
ENST00000601395.1,ENST00000601395.1,Nuclear,2.84261755,614,0.449511401,antisense,chromosome_name2
ENST00000601369.5,ENST00000601369.5,Cytosol,-1.031231209,1233,0.494728305,antisense,chromosome_name10
ENST00000601363.1,ENST00000601363.1,Nuclear,3.403907405,712,0.494382022,antisense,chromosome_name10
ENST00000601343.1,ENST00000601343.1,Nuclear,3.80225864,865,0.397687861,antisense,chromosome_name3
ENST00000601251.2,ENST00000601251.2,Cytosol,-0.630253394,1056,0.603219697,antisense,chromosome_name2
ENST00000601211.1,ENST00000601211.1,Nuclear,4.175317466,484,0.526859504,antisense,chromosome_name19
ENST00000601203.1,ENST00000601203.1,Cytosol,-0.075914503,4374,0.517604024,antisense,chromosome_name6
ENST00000601192.1,ENST00000601192.1,Cytosol,-1.019487511,3568,0.585482063,antisense,chromosome_name19
ENST00000601040.1,ENST00000601040.1,Nuclear,3.666966218,437,0.434782609,antisense,chromosome_name19
ENST00000601029.1,ENST00000601029.1,Nuclear,3.611476242,613,0.455138662,antisense,chromosome_name2
ENST00000600726.5,ENST00000600726.5,Cytosol,-1.285775136,559,0.60822898,antisense,chromosome_name19
ENST00000600693.5,ENST00000600693.5,Nuclear,2.844672507,715,0.404195804,antisense,chromosome_name2
ENST00000600669.1,ENST00000600669.1,Cytosol,-0.764319923,520,0.690384615,antisense,chromosome_name19
ENST00000600652.1,ENST00000600652.1,Cytosol,-0.377961255,2163,0.459084605,antisense,chromosome_name6
ENST00000600512.1,ENST00000600512.1,Nuclear,3.24044844,419,0.525059666,antisense,chromosome_name19
ENST00000600482.1,ENST00000600482.1,Cytosol,-0.633753937,714,0.507002801,antisense,chromosome_name2
ENST00000600379.5,ENST00000600379.5,Cytosol,-2.403634533,712,0.605337079,antisense,chromosome_name19
ENST00000600340.5,ENST00000600340.5,Cytosol,-0.995982194,692,0.485549133,antisense,chromosome_name1
ENST00000600242.1,ENST00000600242.1,Nuclear,2.912494457,546,0.60989011,antisense,chromosome_name19
ENST00000600155.1,ENST00000600155.1,Nuclear,2.925048844,1108,0.509025271,antisense,chromosome_name21
ENST00000600002.5,ENST00000600002.5,Nuclear,2.933499654,861,0.445993031,antisense,chromosome_name2
ENST00000599952.1,ENST00000599952.1,Cytosol,-0.109019813,1154,0.6152513,antisense,chromosome_name19
ENST00000599889.1,ENST00000599889.1,Nuclear,2.895701626,790,0.596202532,antisense,chromosome_name19
ENST00000599740.1,ENST00000599740.1,Nuclear,4.056059759,137,0.583941606,antisense,chromosome_name2
ENST00000599728.5,ENST00000599728.5,Cytosol,-2.771772846,559,0.615384615,antisense,chromosome_name19
ENST00000599676.1,ENST00000599676.1,Cytosol,-1.748738996,1027,0.538461538,antisense,chromosome_name19
ENST00000599555.6,ENST00000599555.6,Nuclear,4.440501749,1293,0.436194896,antisense,chromosome_name4
ENST00000599427.5,ENST00000599427.5,Nuclear,3.11264529,662,0.466767372,antisense,chromosome_name2
ENST00000599410.1,ENST00000599410.1,Nuclear,4.25704297,562,0.549822064,antisense,chromosome_name19
ENST00000599360.1,ENST00000599360.1,Nuclear,3.281673752,467,0.526766595,antisense,chromosome_name19
ENST00000599259.1,ENST00000599259.1,Nuclear,3.036360035,516,0.658914729,antisense,chromosome_name19
ENST00000599172.2,ENST00000599172.2,Cytosol,-0.399151206,696,0.630747126,antisense,chromosome_name9
ENST00000599092.1,ENST00000599092.1,Nuclear,3.24520125,328,0.484756098,antisense,chromosome_name19
ENST00000599030.1,ENST00000599030.1,Nuclear,3.516092153,637,0.59811617,antisense,chromosome_name4
ENST00000599018.5,ENST00000599018.5,Cytosol,-1.716058591,746,0.410187668,antisense,chromosome_name2
ENST00000598917.6,ENST00000598917.6,Nuclear,5.067490475,1308,0.423547401,antisense,chromosome_name1
ENST00000598914.1,ENST00000598914.1,Nuclear,3.178247955,919,0.423286181,antisense,chromosome_name19
ENST00000598857.1,ENST00000598857.1,Nuclear,3.097128507,693,0.444444444,antisense,chromosome_name3
ENST00000598740.5,ENST00000598740.5,Nuclear,5.108161377,676,0.310650888,antisense,chromosome_name3
ENST00000598735.1,ENST00000598735.1,Nuclear,3.385451944,343,0.556851312,antisense,chromosome_name19
ENST00000598703.1,ENST00000598703.1,Nuclear,2.849298315,297,0.461279461,antisense,chromosome_name19
ENST00000598667.1,ENST00000598667.1,Cytosol,-2.166712995,1741,0.446869615,antisense,chromosome_nameX
ENST00000598613.1,ENST00000598613.1,Nuclear,2.943446744,871,0.476463835,antisense,chromosome_name10
ENST00000598590.1,ENST00000598590.1,Cytosol,-0.405933958,1394,0.555236729,antisense,chromosome_name20
ENST00000598586.1,ENST00000598586.1,Nuclear,3.525358988,693,0.520923521,antisense,chromosome_name2
ENST00000598509.5,ENST00000598509.5,Nuclear,2.94724345,358,0.363128492,antisense,chromosome_name2
ENST00000598370.1,ENST00000598370.1,Nuclear,3.650580144,411,0.484184915,antisense,chromosome_name4
ENST00000598332.2,ENST00000598332.2,Nuclear,3.025880866,482,0.539419087,antisense,chromosome_name10
ENST00000598327.3,ENST00000598327.3,Nuclear,4.470580834,638,0.431034483,antisense,chromosome_name2
ENST00000598280.5,ENST00000598280.5,Nuclear,2.969289181,601,0.534109817,antisense,chromosome_name10
ENST00000598184.1,ENST00000598184.1,Nuclear,3.219808511,572,0.456293706,antisense,chromosome_name7
ENST00000598139.5,ENST00000598139.5,Nuclear,2.914657754,713,0.448807854,antisense,chromosome_name3
ENST00000597973.1,ENST00000597973.1,Cytosol,-1.586973305,1045,0.579904306,antisense,chromosome_name19
ENST00000597950.5,ENST00000597950.5,Cytosol,-2.346802061,725,0.464827586,antisense,chromosome_name3
ENST00000597865.1,ENST00000597865.1,Nuclear,3.050661018,520,0.476923077,antisense,chromosome_name19
ENST00000597745.5,ENST00000597745.5,Nuclear,4.261765796,746,0.470509383,antisense,chromosome_name13
ENST00000597642.5,ENST00000597642.5,Cytosol,-1.293087884,728,0.486263736,antisense,chromosome_name7
ENST00000597626.5,ENST00000597626.5,Nuclear,3.383596098,612,0.550653595,antisense,chromosome_name21
ENST00000597614.6,ENST00000597614.6,Nuclear,4.894092343,816,0.444852941,antisense,chromosome_name22
ENST00000597601.1,ENST00000597601.1,Cytosol,-0.081687115,515,0.483495146,antisense,chromosome_name19
ENST00000597495.1,ENST00000597495.1,Nuclear,3.019790184,635,0.573228346,antisense,chromosome_name2
ENST00000597455.2,ENST00000597455.2,Nuclear,2.990712448,805,0.413664596,antisense,chromosome_name1
ENST00000597318.5,ENST00000597318.5,Cytosol,-0.441679041,599,0.457429048,antisense,chromosome_name2
ENST00000597303.1,ENST00000597303.1,Nuclear,3.197763776,797,0.520702635,antisense,chromosome_name19
ENST00000597256.1,ENST00000597256.1,Nuclear,3.659908908,388,0.451030928,antisense,chromosome_name19
ENST00000597230.2,ENST00000597230.2,Cytosol,-1.399064576,2708,0.504800591,antisense,chromosome_name19
ENST00000596663.5,ENST00000596663.5,Nuclear,3.291576201,3075,0.448130081,antisense,chromosome_name2
ENST00000596633.5,ENST00000596633.5,Cytosol,-1.537221133,1683,0.424242424,antisense,chromosome_name10
ENST00000596632.1,ENST00000596632.1,Nuclear,5.432473358,661,0.505295008,antisense,chromosome_name3
ENST00000596585.3,ENST00000596585.3,Cytosol,-1.314397307,1872,0.605769231,antisense,chromosome_name9
ENST00000596563.5,ENST00000596563.5,Cytosol,-3.611051849,852,0.570422535,antisense,chromosome_name19
ENST00000596412.6,ENST00000596412.6,Nuclear,6.556838988,631,0.423137876,antisense,chromosome_nameX
ENST00000596385.5,ENST00000596385.5,Nuclear,3.442950571,876,0.470319635,antisense,chromosome_name21
ENST00000596320.5,ENST00000596320.5,Cytosol,-0.907271126,768,0.5,antisense,chromosome_name10
ENST00000596312.5,ENST00000596312.5,Nuclear,4.783697369,790,0.483544304,antisense,chromosome_name4
ENST00000596206.2,ENST00000596206.2,Cytosol,-0.471746494,1147,0.493461203,antisense,chromosome_name11
ENST00000596180.5,ENST00000596180.5,Nuclear,4.108031325,670,0.464179104,antisense,chromosome_name13
ENST00000596029.1,ENST00000596029.1,Cytosol,-0.013740825,519,0.472061657,antisense,chromosome_name19
ENST00000595975.1,ENST00000595975.1,Nuclear,2.973137327,892,0.401345291,antisense,chromosome_name3
ENST00000595935.1,ENST00000595935.1,Cytosol,-0.564853623,675,0.471111111,antisense,chromosome_name10
ENST00000595918.2,ENST00000595918.2,Nuclear,4.505209089,1032,0.386627907,antisense,chromosome_name2
ENST00000595842.2,ENST00000595842.2,Nuclear,2.802570613,1800,0.403888889,antisense,chromosome_name7
ENST00000595747.5,ENST00000595747.5,Nuclear,4.479664466,796,0.422110553,antisense,chromosome_name21
ENST00000595728.2,ENST00000595728.2,Nuclear,3.724137915,1103,0.500453309,antisense,chromosome_name19
ENST00000595647.5,ENST00000595647.5,Nuclear,3.269018629,910,0.502197802,antisense,chromosome_name2
ENST00000595627.5,ENST00000595627.5,Cytosol,-1.568639137,950,0.414736842,antisense,chromosome_name3
ENST00000595595.1,ENST00000595595.1,Cytosol,-0.291379495,795,0.493081761,antisense,chromosome_name10
ENST00000595494.5,ENST00000595494.5,Cytosol,-2.301542925,736,0.529891304,antisense,chromosome_name1
ENST00000595372.5,ENST00000595372.5,Nuclear,3.740514256,740,0.410810811,antisense,chromosome_name2
ENST00000595201.1,ENST00000595201.1,Cytosol,-0.683521776,566,0.469964664,antisense,chromosome_name19
ENST00000595069.5,ENST00000595069.5,Nuclear,3.339891322,650,0.48,antisense,chromosome_name10
ENST00000594950.5,ENST00000594950.5,Cytosol,-0.326188755,1718,0.582654249,antisense,chromosome_name19
ENST00000594922.5,ENST00000594922.5,Nuclear,3.056529493,2005,0.459351621,antisense,chromosome_nameX
ENST00000594898.1,ENST00000594898.1,Nuclear,3.41899087,499,0.480961924,antisense,chromosome_name2
ENST00000594865.1,ENST00000594865.1,Nuclear,4.078312476,447,0.485458613,antisense,chromosome_name19
ENST00000594678.1,ENST00000594678.1,Nuclear,2.913203144,125,0.36,antisense,chromosome_name19
ENST00000594624.6,ENST00000594624.6,Cytosol,-1.902827468,1448,0.501381215,antisense,chromosome_name19
ENST00000594590.2,ENST00000594590.2,Cytosol,-1.048134665,599,0.601001669,antisense,chromosome_name19
ENST00000594579.1,ENST00000594579.1,Nuclear,3.732928711,670,0.404477612,antisense,chromosome_name3
ENST00000594488.5,ENST00000594488.5,Nuclear,3.763262677,504,0.418650794,antisense,chromosome_name13
ENST00000594367.1,ENST00000594367.1,Cytosol,-1.752277615,630,0.566666667,antisense,chromosome_name19
ENST00000594308.1,ENST00000594308.1,Cytosol,-3.799057271,317,0.700315457,antisense,chromosome_name19
ENST00000593960.5,ENST00000593960.5,Cytosol,-1.397281904,977,0.601842375,antisense,chromosome_name19
ENST00000593917.2,ENST00000593917.2,Cytosol,-0.684942951,424,0.580188679,antisense,chromosome_name6
ENST00000593896.1,ENST00000593896.1,Nuclear,3.167874055,697,0.523672884,antisense,chromosome_name2
ENST00000593655.5,ENST00000593655.5,Nuclear,2.825753556,555,0.472072072,antisense,chromosome_name19
ENST00000593620.5,ENST00000593620.5,Nuclear,3.721637486,670,0.467164179,antisense,chromosome_name1
ENST00000593581.5,ENST00000593581.5,Cytosol,-1.098941145,1013,0.607107601,antisense,chromosome_name19
ENST00000593491.2,ENST00000593491.2,Cytosol,-1.65448884,292,0.623287671,antisense,chromosome_name19
ENST00000593444.5,ENST00000593444.5,Cytosol,-2.912669952,881,0.41430193,antisense,chromosome_name3
ENST00000593284.5,ENST00000593284.5,Cytosol,-2.00669448,1753,0.578436965,antisense,chromosome_name19
ENST00000593201.5,ENST00000593201.5,Nuclear,3.147322758,1697,0.634060106,antisense,chromosome_name19
ENST00000592982.2,ENST00000592982.2,Cytosol,-0.946085473,2198,0.618744313,antisense,chromosome_name19
ENST00000592950.5,ENST00000592950.5,Nuclear,3.376438468,747,0.511378849,antisense,chromosome_name13
ENST00000592906.1,ENST00000592906.1,Cytosol,-3.293769963,502,0.464143426,antisense,chromosome_name18
ENST00000592880.6,ENST00000592880.6,Cytosol,-0.606519034,452,0.469026549,antisense,chromosome_name19
ENST00000592836.5,ENST00000592836.5,Nuclear,4.678016553,595,0.426890756,antisense,chromosome_name2
ENST00000592778.1,ENST00000592778.1,Nuclear,3.626377946,802,0.436408978,antisense,chromosome_name9
ENST00000592747.1,ENST00000592747.1,Nuclear,2.951174805,200,0.55,antisense,chromosome_name18
ENST00000592689.5,ENST00000592689.5,Nuclear,3.37913381,767,0.491525424,antisense,chromosome_name2
ENST00000592680.2,ENST00000592680.2,Cytosol,-0.881685435,972,0.58436214,antisense,chromosome_name19
ENST00000592655.1,ENST00000592655.1,Nuclear,3.992039779,228,0.50877193,antisense,chromosome_name18
ENST00000592500.5,ENST00000592500.5,Nuclear,3.959943582,410,0.443902439,antisense,chromosome_name6
ENST00000592440.1,ENST00000592440.1,Nuclear,3.800951818,719,0.54659249,antisense,chromosome_name17
ENST00000592429.1,ENST00000592429.1,Nuclear,4.038904389,346,0.520231214,antisense,chromosome_name19
ENST00000592392.5,ENST00000592392.5,Nuclear,3.701863307,760,0.481578947,antisense,chromosome_name19
ENST00000592377.1,ENST00000592377.1,Nuclear,3.355945376,410,0.575609756,antisense,chromosome_name17
ENST00000592332.1,ENST00000592332.1,Nuclear,3.507478129,1167,0.558697515,antisense,chromosome_name19
ENST00000592283.1,ENST00000592283.1,Nuclear,3.656640511,672,0.452380952,antisense,chromosome_name9
ENST00000592274.1,ENST00000592274.1,Cytosol,-0.285392381,1913,0.655514898,antisense,chromosome_name19
ENST00000592220.1,ENST00000592220.1,Cytosol,-1.702663723,442,0.515837104,antisense,chromosome_name19
ENST00000592201.1,ENST00000592201.1,Cytosol,-1.276149698,1954,0.407881269,antisense,chromosome_name18
ENST00000592183.5,ENST00000592183.5,Nuclear,3.290700869,534,0.558052434,antisense,chromosome_name7
ENST00000592093.5,ENST00000592093.5,Nuclear,4.108269819,609,0.443349754,antisense,chromosome_name6
ENST00000592009.1,ENST00000592009.1,Cytosol,-1.926209137,330,0.578787879,antisense,chromosome_name17
ENST00000591932.5,ENST00000591932.5,Cytosol,-2.667016969,676,0.463017751,antisense,chromosome_name19
ENST00000591898.1,ENST00000591898.1,Nuclear,4.135724063,356,0.457865169,antisense,chromosome_name19
ENST00000591867.5,ENST00000591867.5,Nuclear,5.48991072,748,0.443850267,antisense,chromosome_name2
ENST00000591854.5,ENST00000591854.5,Cytosol,-0.298443431,1106,0.481012658,antisense,chromosome_name18
ENST00000591838.5,ENST00000591838.5,Cytosol,-0.667837313,430,0.588372093,antisense,chromosome_name19
ENST00000591832.1,ENST00000591832.1,Cytosol,-0.600552801,565,0.552212389,antisense,chromosome_nameX
ENST00000591739.1,ENST00000591739.1,Nuclear,3.157616297,719,0.392211405,antisense,chromosome_name7
ENST00000591657.1,ENST00000591657.1,Nuclear,3.000325505,511,0.473581213,antisense,chromosome_name19
ENST00000591489.5,ENST00000591489.5,Cytosol,-6.351390124,653,0.496171516,antisense,chromosome_name6
ENST00000591466.5,ENST00000591466.5,Cytosol,-0.832553775,761,0.452036794,antisense,chromosome_name2
ENST00000591368.5,ENST00000591368.5,Nuclear,5.431292352,1166,0.458833619,antisense,chromosome_name9
ENST00000591365.1,ENST00000591365.1,Nuclear,3.548447531,2238,0.640303843,antisense,chromosome_name17
ENST00000591313.5,ENST00000591313.5,Cytosol,-3.02970402,640,0.66875,antisense,chromosome_name17
ENST00000591312.1,ENST00000591312.1,Cytosol,-1.732454081,752,0.527925532,antisense,chromosome_name19
ENST00000591297.1,ENST00000591297.1,Nuclear,5.971005641,769,0.410923277,antisense,chromosome_name6
ENST00000591263.5,ENST00000591263.5,Cytosol,-1.935160039,454,0.605726872,antisense,chromosome_name17
ENST00000591252.2,ENST00000591252.2,Cytosol,-1.109088583,911,0.563117453,antisense,chromosome_name19
ENST00000591166.1,ENST00000591166.1,Cytosol,-0.668852645,754,0.530503979,antisense,chromosome_name17
ENST00000591156.5,ENST00000591156.5,Nuclear,4.005784015,798,0.427318296,antisense,chromosome_name6
ENST00000591091.1,ENST00000591091.1,Nuclear,6.463080434,1712,0.577686916,antisense,chromosome_name19
ENST00000591087.1,ENST00000591087.1,Cytosol,-0.836812267,838,0.619331742,antisense,chromosome_name19
ENST00000591014.1,ENST00000591014.1,Cytosol,-0.611846976,637,0.408163265,antisense,chromosome_name18
ENST00000590932.5,ENST00000590932.5,Nuclear,4.09238833,701,0.386590585,antisense,chromosome_name2
ENST00000590829.5,ENST00000590829.5,Cytosol,-0.022245569,703,0.544807966,antisense,chromosome_name21
ENST00000590826.3,ENST00000590826.3,Cytosol,-1.067731409,574,0.461672474,antisense,chromosome_name1
ENST00000590813.1,ENST00000590813.1,Nuclear,3.932763024,621,0.441223833,antisense,chromosome_name9
ENST00000590780.5,ENST00000590780.5,Nuclear,3.825611506,680,0.397058824,antisense,chromosome_name6
ENST00000590773.5,ENST00000590773.5,Nuclear,2.914143001,526,0.454372624,antisense,chromosome_name2
ENST00000590743.1,ENST00000590743.1,Nuclear,3.569904307,812,0.465517241,antisense,chromosome_name2
ENST00000590739.5,ENST00000590739.5,Nuclear,4.972302724,824,0.442961165,antisense,chromosome_name6
ENST00000590717.1,ENST00000590717.1,Cytosol,-0.783305865,3300,0.542727273,antisense,chromosome_name19
ENST00000590522.1,ENST00000590522.1,Nuclear,3.116587972,386,0.525906736,antisense,chromosome_name17
ENST00000590513.2,ENST00000590513.2,Cytosol,-1.309077936,2313,0.633376567,antisense,chromosome_name17
ENST00000590495.1,ENST00000590495.1,Nuclear,2.902008511,652,0.674846626,antisense,chromosome_name17
ENST00000590492.1,ENST00000590492.1,Nuclear,3.764495009,700,0.598571429,antisense,chromosome_name19
ENST00000590413.5,ENST00000590413.5,Nuclear,3.792306141,831,0.44645006,antisense,chromosome_name1
ENST00000590292.5,ENST00000590292.5,Cytosol,-1.179182362,509,0.554027505,antisense,chromosome_name19
ENST00000590252.2,ENST00000590252.2,Nuclear,3.751944313,457,0.630196937,antisense,chromosome_name19
ENST00000590137.1,ENST00000590137.1,Cytosol,-0.031918864,1812,0.534768212,antisense,chromosome_name17
ENST00000590100.5,ENST00000590100.5,Cytosol,-1.23574648,906,0.492273731,antisense,chromosome_name17
ENST00000590069.1,ENST00000590069.1,Nuclear,2.985905085,435,0.537931034,antisense,chromosome_name19
