name,class,Log 2 Fol-Change
ENST00000487094.1,Nuclear,3.868964997
ENST00000502417.1,Nuclear,3.015118395
ENST00000584020.5,Nuclear,5.732156354
ENST00000608616.5,Nuclear,4.907092635
ENST00000563243.1,Nuclear,4.070310356
ENST00000454991.1,Nuclear,4.658802931
ENST00000590848.5,Nuclear,4.725375054
ENST00000602601.1,Nuclear,3.011034434
ENST00000532886.2,Nuclear,3.257523754
ENST00000595372.5,Nuclear,3.740514256
ENST00000587344.1,Nuclear,3.354132608
ENST00000469312.6,Nuclear,3.796554481
ENST00000609801.1,Nuclear,2.93311729
ENST00000455807.2,Nuclear,5.902001164
ENST00000461467.1,Nuclear,4.438972001
ENST00000515422.1,Nuclear,3.803656237
ENST00000638655.1,Nuclear,5.330199855
ENST00000598625.1,Nuclear,3.897797284
ENST00000446081.5,Nuclear,3.552504994
ENST00000597755.2,Nuclear,3.55308029
ENST00000630100.1,Nuclear,2.917128472
ENST00000619549.1,Nuclear,2.857696787
ENST00000442765.1,Nuclear,4.39577311
ENST00000567545.1,Nuclear,3.40887898
ENST00000623423.1,Nuclear,3.22289089
ENST00000609091.1,Nuclear,2.99887153
ENST00000624623.1,Nuclear,2.935090318
ENST00000624554.1,Nuclear,3.358158306
ENST00000594690.5,Nuclear,3.056713606
ENST00000415842.5,Nuclear,3.570228124
ENST00000506471.1,Nuclear,4.051389149
ENST00000618815.1,Nuclear,2.849283399
ENST00000550723.1,Nuclear,3.32388602
ENST00000599259.1,Nuclear,3.036360035
ENST00000448808.1,Nuclear,3.136420722
ENST00000619713.1,Nuclear,2.900339221
ENST00000607287.1,Nuclear,3.000424993
ENST00000607426.1,Nuclear,3.542829218
ENST00000555928.5,Nuclear,3.922740793
ENST00000623868.1,Nuclear,3.927869025
ENST00000244820.2,Nuclear,4.007337154
ENST00000589198.1,Nuclear,3.189076556
ENST00000609833.5,Nuclear,3.2725519
ENST00000569125.1,Nuclear,4.273448153
ENST00000608032.1,Nuclear,4.480814598
ENST00000631520.1,Nuclear,4.202026901
ENST00000513871.1,Nuclear,3.052258685
ENST00000619313.1,Nuclear,4.176719138
ENST00000523733.1,Nuclear,2.99247072
ENST00000605999.1,Nuclear,3.147710082
ENST00000466953.6,Nuclear,3.348008813
ENST00000412102.5,Nuclear,3.026959599
ENST00000622423.1,Nuclear,3.735700568
ENST00000618064.1,Nuclear,3.922001359
ENST00000499625.1,Nuclear,4.009832592
ENST00000636084.1,Nuclear,2.84363776
ENST00000441666.5,Nuclear,3.635201096
ENST00000591199.5,Nuclear,3.378314452
ENST00000623116.1,Nuclear,3.662649093
ENST00000563223.1,Nuclear,3.173452172
ENST00000617833.1,Nuclear,3.878717989
ENST00000505661.1,Nuclear,2.903061722
ENST00000544019.5,Nuclear,3.212048641
ENST00000623378.1,Nuclear,3.297697421
ENST00000629211.2,Nuclear,3.205277112
ENST00000423456.6,Nuclear,5.961817915
ENST00000629722.2,Nuclear,4.843594103
ENST00000417513.1,Nuclear,2.843139888
ENST00000433388.5,Nuclear,3.25220452
ENST00000565512.5,Nuclear,3.094683356
ENST00000411509.1,Nuclear,3.083418287
ENST00000610851.1,Nuclear,4.961950446
ENST00000622366.3,Nuclear,3.427721541
ENST00000508998.5,Nuclear,3.515038171
ENST00000443422.1,Nuclear,3.368487656
ENST00000519451.1,Nuclear,5.455304062
ENST00000630335.2,Nuclear,2.827805671
ENST00000580057.1,Nuclear,3.366664814
ENST00000439234.5,Nuclear,3.033622942
ENST00000430181.1,Nuclear,3.61583563
ENST00000531424.5,Nuclear,3.54390919
ENST00000420195.1,Nuclear,3.432629264
ENST00000623576.1,Nuclear,3.771429828
ENST00000613332.4,Nuclear,2.858098418
ENST00000597346.1,Nuclear,3.684832398
ENST00000608026.1,Nuclear,3.807502769
ENST00000641035.1,Nuclear,4.327019634
ENST00000607309.1,Nuclear,3.531803574
ENST00000557882.5,Nuclear,2.992840847
ENST00000624920.1,Nuclear,3.817321977
ENST00000448570.1,Nuclear,4.859513471
ENST00000433133.5,Nuclear,3.995455441
ENST00000602874.1,Nuclear,3.680236424
ENST00000381796.1,Nuclear,3.775358238
ENST00000612515.4,Nuclear,4.042933561
ENST00000583156.1,Nuclear,3.180352396
ENST00000566208.1,Nuclear,6.745349814
ENST00000454777.1,Nuclear,2.952867742
ENST00000623760.1,Nuclear,3.73799173
ENST00000453832.2,Nuclear,3.500600499
ENST00000439575.1,Nuclear,2.827679795
ENST00000523598.1,Nuclear,4.782728177
ENST00000507056.1,Nuclear,3.215513356
ENST00000532109.1,Nuclear,3.392502522
ENST00000623844.1,Nuclear,4.677168541
ENST00000562681.1,Nuclear,5.744306019
ENST00000563780.1,Nuclear,4.614639766
ENST00000430922.3,Nuclear,3.420666886
ENST00000606361.1,Nuclear,3.512117721
ENST00000624404.1,Nuclear,4.709948422
ENST00000627142.2,Nuclear,3.775508355
ENST00000534918.1,Nuclear,3.206387994
ENST00000598184.1,Nuclear,3.219808511
ENST00000624169.1,Nuclear,2.965767231
ENST00000624241.1,Nuclear,3.884628973
ENST00000602809.1,Nuclear,3.074125912
ENST00000520928.1,Nuclear,4.868497075
ENST00000424017.1,Nuclear,3.365733603
ENST00000623455.1,Nuclear,3.191588117
ENST00000421848.1,Nuclear,4.134759709
ENST00000637476.1,Nuclear,2.923442583
ENST00000593896.1,Nuclear,3.167874055
ENST00000520512.1,Nuclear,3.609599588
ENST00000624993.1,Nuclear,3.04190717
ENST00000557343.1,Nuclear,3.554908412
ENST00000589950.1,Nuclear,3.587876346
ENST00000432741.5,Nuclear,5.260225973
ENST00000629776.1,Nuclear,3.663292686
ENST00000422459.1,Nuclear,4.940621616
ENST00000624378.1,Nuclear,2.960352273
ENST00000636739.1,Nuclear,3.640792859
ENST00000547009.1,Nuclear,3.49326557
ENST00000548587.1,Nuclear,3.915654526
ENST00000584843.1,Nuclear,2.987256464
ENST00000446695.1,Nuclear,3.033449007
ENST00000568394.1,Nuclear,4.15435665
ENST00000624499.1,Nuclear,4.464852675
ENST00000636917.1,Nuclear,4.72237584
ENST00000608851.1,Nuclear,4.179784907
ENST00000630686.2,Nuclear,4.969543924
ENST00000431214.5,Nuclear,3.866989833
ENST00000559824.5,Nuclear,3.036538642
ENST00000560380.1,Nuclear,2.875972967
ENST00000587588.3,Nuclear,3.363565348
ENST00000559666.1,Nuclear,3.481939043
ENST00000584957.2,Nuclear,2.889331373
ENST00000618820.1,Nuclear,4.734192175
ENST00000512279.1,Nuclear,2.866381558
ENST00000431202.1,Nuclear,3.353760257
ENST00000630508.2,Nuclear,3.798352361
ENST00000565518.1,Nuclear,3.892606108
ENST00000486297.1,Nuclear,3.552048724
ENST00000627687.1,Nuclear,4.333303592
ENST00000534505.1,Nuclear,3.529455411
ENST00000449941.1,Nuclear,3.816039597
ENST00000457369.1,Nuclear,4.178818209
ENST00000609819.5,Nuclear,3.591876253
ENST00000637124.1,Nuclear,3.780760523
ENST00000608214.1,Nuclear,3.001232984
ENST00000508174.5,Nuclear,4.115420686
ENST00000439601.1,Nuclear,3.435626961
ENST00000597256.1,Nuclear,3.659908908
ENST00000457686.5,Nuclear,3.445809196
ENST00000535870.1,Nuclear,2.937447803
ENST00000605991.1,Nuclear,3.07447611
ENST00000638502.1,Nuclear,4.740687936
ENST00000437446.1,Nuclear,4.034680943
ENST00000382265.3,Nuclear,3.194469524
ENST00000536517.1,Nuclear,3.047201612
ENST00000638681.1,Nuclear,3.095931879
ENST00000524818.1,Nuclear,3.228687606
ENST00000515597.1,Nuclear,3.951070425
ENST00000609486.5,Nuclear,3.149693342
ENST00000550014.1,Nuclear,4.278103814
ENST00000623581.1,Nuclear,4.200591637
ENST00000508072.1,Nuclear,3.11515825
ENST00000623551.1,Nuclear,3.155436757
ENST00000421202.5,Nuclear,3.321755079
ENST00000634503.1,Nuclear,4.027253581
ENST00000620506.1,Nuclear,3.267822793
ENST00000592377.1,Nuclear,3.355945376
ENST00000560239.1,Nuclear,3.003113627
ENST00000626773.2,Nuclear,3.203535604
ENST00000619971.1,Nuclear,4.437633722
ENST00000520714.5,Nuclear,5.256674446
ENST00000612833.1,Nuclear,2.801158285
ENST00000600712.5,Nuclear,4.255979187
ENST00000421759.1,Nuclear,4.259974097
ENST00000579168.6,Nuclear,4.301964215
ENST00000448643.1,Nuclear,2.849924354
ENST00000589795.1,Nuclear,3.543205882
ENST00000641910.1,Nuclear,2.954113894
ENST00000559318.1,Nuclear,3.289571778
ENST00000419061.1,Nuclear,2.905968129
ENST00000627530.3,Nuclear,3.252231248
ENST00000602801.1,Nuclear,3.38841983
ENST00000558982.5,Nuclear,4.888029935
ENST00000560140.1,Nuclear,2.805046309
ENST00000537095.1,Nuclear,5.690282796
ENST00000421998.5,Nuclear,3.912489004
ENST00000456782.1,Nuclear,3.016423574
ENST00000609952.1,Nuclear,4.460766429
ENST00000607088.5,Nuclear,2.894694629
ENST00000624478.1,Nuclear,2.879747266
ENST00000637934.1,Nuclear,2.946335484
ENST00000430586.1,Nuclear,3.569246025
ENST00000457115.1,Nuclear,3.786742347
ENST00000610618.1,Nuclear,3.064805985
ENST00000518276.1,Nuclear,5.301066219
ENST00000578935.1,Nuclear,3.234353176
ENST00000593022.5,Nuclear,4.303907014
ENST00000578936.1,Nuclear,3.000819775
ENST00000623208.1,Nuclear,4.091069825
ENST00000589242.1,Nuclear,2.958600909
ENST00000445391.1,Nuclear,4.915462417
ENST00000451317.2,Nuclear,3.25451289
ENST00000635019.1,Nuclear,4.06610162
ENST00000561979.1,Nuclear,3.5312624
ENST00000445976.1,Nuclear,2.92370801
ENST00000590065.1,Nuclear,3.37024737
ENST00000624541.1,Nuclear,3.535521693
ENST00000589234.5,Nuclear,3.67605479
ENST00000625076.1,Nuclear,4.821283354
ENST00000534594.1,Nuclear,4.228059506
ENST00000444489.5,Nuclear,4.306790693
ENST00000416119.1,Nuclear,3.136166883
ENST00000584753.1,Nuclear,3.021512819
ENST00000612997.1,Nuclear,3.886599699
ENST00000436945.4,Nuclear,5.728283334
ENST00000513392.1,Nuclear,3.288158935
ENST00000520432.1,Nuclear,3.465586283
ENST00000613806.1,Nuclear,3.190862115
ENST00000641190.1,Nuclear,3.135376517
ENST00000423719.3,Nuclear,3.246886304
ENST00000628225.2,Nuclear,3.501996285
ENST00000635561.1,Nuclear,4.184324853
ENST00000606298.1,Nuclear,3.227891628
ENST00000450540.2,Nuclear,3.042976654
ENST00000600123.5,Nuclear,4.566035145
ENST00000613658.1,Nuclear,2.809594408
ENST00000604312.1,Nuclear,3.826658106
ENST00000419226.5,Nuclear,5.248193734
ENST00000369884.4,Nuclear,3.666112173
ENST00000447453.1,Nuclear,3.997708492
ENST00000607456.1,Nuclear,2.897271466
ENST00000625565.2,Nuclear,3.5903827
ENST00000594922.5,Nuclear,3.056529493
ENST00000511592.1,Nuclear,3.777695035
ENST00000508732.6,Nuclear,3.368808423
ENST00000514214.1,Nuclear,3.552157258
ENST00000565581.1,Nuclear,4.892961883
ENST00000434839.2,Nuclear,6.464302579
ENST00000577847.1,Nuclear,2.961531009
ENST00000592368.1,Nuclear,3.249978329
ENST00000613191.4,Nuclear,3.992641498
ENST00000641944.1,Nuclear,4.273095586
ENST00000628401.1,Nuclear,4.322920813
ENST00000439392.1,Nuclear,4.538679583
ENST00000616822.1,Nuclear,3.421868531
ENST00000610396.4,Nuclear,3.343522418
ENST00000548280.1,Nuclear,2.986154797
ENST00000511849.2,Nuclear,2.818142563
ENST00000419737.7,Nuclear,4.660867844
ENST00000642083.1,Nuclear,2.929425429
ENST00000635215.1,Nuclear,2.887432352
ENST00000548170.1,Nuclear,2.837218939
ENST00000620377.1,Nuclear,2.838206831
ENST00000594678.1,Nuclear,2.913203144
ENST00000438181.5,Nuclear,2.908667839
ENST00000522863.2,Nuclear,2.822191475
ENST00000626404.1,Nuclear,4.049560104
ENST00000593173.1,Nuclear,3.12805581
ENST00000440104.1,Nuclear,3.540977727
ENST00000602640.1,Nuclear,3.098682052
ENST00000555766.1,Nuclear,3.489293799
ENST00000521245.1,Nuclear,4.339050212
ENST00000590743.1,Nuclear,3.569904307
ENST00000436429.1,Nuclear,3.850388154
ENST00000624055.1,Nuclear,4.233429369
ENST00000433406.5,Nuclear,3.018909146
ENST00000580623.1,Nuclear,2.884197771
ENST00000608521.5,Nuclear,5.267104464
ENST00000621777.1,Nuclear,3.353696537
ENST00000521404.5,Nuclear,4.076926665
ENST00000585267.5,Nuclear,4.311298355
ENST00000512934.1,Nuclear,2.846068019
ENST00000587960.1,Nuclear,3.667026088
ENST00000561083.1,Nuclear,3.349177989
ENST00000621613.1,Nuclear,4.248140616
ENST00000602665.1,Nuclear,3.675467618
ENST00000617489.1,Nuclear,4.305227257
ENST00000580891.1,Nuclear,3.088753415
ENST00000525988.1,Nuclear,4.312639798
ENST00000608342.5,Nuclear,3.316048294
ENST00000524613.1,Nuclear,4.341829041
ENST00000589255.5,Nuclear,3.226576628
ENST00000455777.1,Nuclear,4.960951411
ENST00000432984.1,Nuclear,3.234810265
ENST00000624325.1,Nuclear,3.03098305
ENST00000446592.7,Nuclear,3.121024016
ENST00000605640.1,Nuclear,3.102335562
ENST00000592655.1,Nuclear,3.992039779
ENST00000557832.2,Nuclear,4.186474496
ENST00000641060.1,Nuclear,4.223702157
ENST00000553507.1,Nuclear,4.170603198
ENST00000456091.2,Nuclear,3.378810586
ENST00000307548.2,Nuclear,3.221023233
ENST00000576956.3,Nuclear,4.638725738
ENST00000511677.1,Nuclear,3.217896694
ENST00000431986.2,Nuclear,2.802562517
ENST00000415004.6,Nuclear,4.03124423
ENST00000553679.1,Nuclear,3.038119479
ENST00000458274.1,Nuclear,3.305214858
ENST00000510049.1,Nuclear,2.989365309
ENST00000587085.1,Nuclear,4.68559922
ENST00000521805.1,Nuclear,4.594054651
ENST00000641222.1,Nuclear,5.221992036
ENST00000554907.1,Nuclear,3.236007072
ENST00000556542.1,Nuclear,2.96987639
ENST00000577889.1,Nuclear,4.219440057
ENST00000514459.1,Nuclear,3.337886806
ENST00000609161.5,Nuclear,3.596800568
ENST00000437646.1,Nuclear,4.070701694
ENST00000624025.1,Nuclear,4.946854555
ENST00000432976.1,Nuclear,2.90773902
ENST00000510648.1,Nuclear,3.366539955
ENST00000377469.1,Nuclear,3.70471023
ENST00000624564.1,Nuclear,4.837450348
ENST00000428709.2,Nuclear,4.255504077
ENST00000565929.1,Nuclear,3.439449904
ENST00000543308.1,Nuclear,3.921153457
ENST00000609699.5,Nuclear,3.061007435
ENST00000623191.1,Nuclear,3.905307717
ENST00000511746.1,Nuclear,3.742650419
ENST00000586990.5,Nuclear,4.073080221
ENST00000430250.1,Nuclear,3.10465293
ENST00000606319.1,Nuclear,3.419271782
ENST00000583086.1,Nuclear,3.705948941
ENST00000508004.2,Nuclear,3.469532082
ENST00000504240.5,Nuclear,2.96624276
ENST00000583609.5,Nuclear,3.55409856
ENST00000537346.1,Nuclear,3.335786109
ENST00000621949.1,Nuclear,2.988348124
ENST00000424786.5,Nuclear,3.211417586
ENST00000585578.5,Nuclear,4.60873102
ENST00000605338.1,Nuclear,3.779443861
ENST00000507072.5,Nuclear,2.903247189
ENST00000508123.1,Nuclear,3.337829856
ENST00000535917.5,Nuclear,4.413720649
ENST00000585798.1,Nuclear,3.422141382
ENST00000588504.5,Nuclear,3.774719395
ENST00000444263.5,Nuclear,3.696634101
ENST00000448494.1,Nuclear,4.383529307
ENST00000623323.1,Nuclear,2.935390484
ENST00000601161.1,Nuclear,3.378330471
ENST00000562952.1,Nuclear,3.412384425
ENST00000607583.1,Nuclear,4.964580077
ENST00000441231.1,Nuclear,4.974527562
ENST00000451776.1,Nuclear,2.967374208
ENST00000593051.5,Nuclear,4.584031076
ENST00000415991.2,Nuclear,3.616927705
ENST00000366167.2,Nuclear,2.893333275
ENST00000607504.1,Nuclear,3.508736502
ENST00000499583.1,Nuclear,2.825201141
ENST00000624061.1,Nuclear,2.92612143
ENST00000584382.1,Nuclear,3.059543875
ENST00000561802.1,Nuclear,3.018888813
ENST00000577938.1,Nuclear,3.06767068
ENST00000639869.1,Nuclear,3.369853361
ENST00000425939.1,Nuclear,3.155138912
ENST00000523840.1,Nuclear,3.777104492
ENST00000453528.1,Nuclear,3.288583378
ENST00000503382.6,Nuclear,3.480926653
ENST00000417335.1,Nuclear,2.984309747
ENST00000464464.1,Nuclear,6.966242197
ENST00000561709.1,Nuclear,3.589026871
ENST00000443063.1,Nuclear,2.807409344
ENST00000520766.5,Nuclear,3.176203456
ENST00000454509.5,Nuclear,2.998059964
ENST00000621394.4,Nuclear,4.098335549
ENST00000588189.1,Nuclear,3.897979395
ENST00000623887.1,Nuclear,4.933392703
ENST00000624444.1,Nuclear,2.809150066
ENST00000419566.5,Nuclear,4.200126275
ENST00000506601.1,Nuclear,4.3599182
ENST00000623206.1,Nuclear,3.700312546
ENST00000626156.1,Nuclear,3.356600933
ENST00000568144.1,Nuclear,2.829295171
ENST00000627325.2,Nuclear,3.045435638
ENST00000641556.1,Nuclear,4.268444194
ENST00000476021.1,Nuclear,3.201790785
ENST00000472178.1,Nuclear,4.661369554
ENST00000518675.1,Nuclear,3.548460843
ENST00000592950.5,Nuclear,3.376438468
ENST00000547179.1,Nuclear,3.039024293
ENST00000623082.1,Nuclear,3.530094707
ENST00000534841.1,Nuclear,4.446846036
ENST00000524198.1,Nuclear,4.768473035
ENST00000566325.1,Nuclear,3.51552629
ENST00000590773.5,Nuclear,2.914143001
ENST00000626779.2,Nuclear,3.272905647
ENST00000464271.1,Nuclear,3.593413511
ENST00000623254.1,Nuclear,3.664763148
ENST00000554693.3,Nuclear,5.440092501
ENST00000429980.5,Nuclear,2.995196028
ENST00000622975.1,Nuclear,3.48217024
ENST00000599320.2,Nuclear,3.335702342
ENST00000431813.1,Nuclear,2.918410049
ENST00000567862.1,Nuclear,3.785828368
ENST00000589365.1,Nuclear,3.169298135
ENST00000638002.1,Nuclear,3.689088487
ENST00000536914.1,Nuclear,2.850812184
ENST00000420823.5,Nuclear,2.812428688
ENST00000642076.1,Nuclear,2.818341544
ENST00000358446.2,Nuclear,2.846232608
ENST00000635390.1,Nuclear,3.526214218
ENST00000590495.1,Nuclear,2.902008511
ENST00000641752.1,Nuclear,3.577131314
ENST00000623742.1,Nuclear,4.178495513
ENST00000565936.1,Nuclear,5.328117966
ENST00000611487.1,Nuclear,3.392249921
ENST00000624221.1,Nuclear,3.655613304
ENST00000626683.2,Nuclear,4.447286058
ENST00000614177.1,Nuclear,2.85188867
ENST00000437471.1,Nuclear,3.301888581
ENST00000566155.1,Nuclear,4.953490983
ENST00000561295.4,Nuclear,3.69456639
ENST00000543486.1,Nuclear,3.68307175
ENST00000418728.6,Nuclear,3.323560984
ENST00000435111.1,Nuclear,3.033794891
ENST00000625077.1,Nuclear,3.178033368
ENST00000429230.1,Nuclear,6.074506354
ENST00000624119.1,Nuclear,4.4344023
ENST00000452347.5,Nuclear,5.028794745
ENST00000425740.7,Nuclear,4.349042812
ENST00000606180.1,Nuclear,3.062662345
ENST00000529883.1,Nuclear,3.430117317
ENST00000612806.1,Nuclear,3.678020122
ENST00000393264.2,Nuclear,3.2004933
ENST00000506864.5,Nuclear,3.2672127
ENST00000614522.1,Nuclear,3.183150427
ENST00000442179.1,Nuclear,4.367134299
ENST00000564830.2,Nuclear,3.012413234
ENST00000589843.1,Nuclear,4.421034517
ENST00000514282.1,Nuclear,3.935789728
ENST00000559505.1,Nuclear,3.055952835
ENST00000462180.1,Nuclear,4.053856272
ENST00000437541.1,Nuclear,3.569263414
ENST00000607215.1,Nuclear,3.223590537
ENST00000623659.1,Nuclear,3.831236575
ENST00000635048.1,Nuclear,3.044720244
ENST00000623410.1,Nuclear,2.821386071
ENST00000435608.1,Nuclear,3.819593188
ENST00000589395.1,Nuclear,3.016716017
ENST00000432412.1,Nuclear,4.707417757
ENST00000587534.1,Nuclear,3.154983938
ENST00000568248.1,Nuclear,3.879651604
ENST00000439913.1,Nuclear,2.974430037
ENST00000399446.6,Nuclear,5.035246001
ENST00000620495.1,Nuclear,3.566540855
ENST00000418383.1,Nuclear,3.783250218
ENST00000441255.6,Nuclear,3.125494887
ENST00000605703.1,Nuclear,3.732382907
ENST00000602495.1,Nuclear,6.103130251
ENST00000455487.1,Nuclear,4.224132144
ENST00000437867.5,Nuclear,4.840374737
ENST00000455599.1,Nuclear,2.869088935
ENST00000595647.5,Nuclear,3.269018629
ENST00000378140.3,Nuclear,3.843667459
ENST00000383019.2,Nuclear,3.335310732
ENST00000630885.2,Nuclear,3.965090322
ENST00000629819.2,Nuclear,3.707223285
ENST00000634594.1,Nuclear,4.510789184
ENST00000558120.5,Nuclear,3.964497861
ENST00000510073.1,Nuclear,3.974063436
ENST00000429224.1,Nuclear,3.514941163
ENST00000563217.1,Nuclear,2.89215734
ENST00000604411.1,Nuclear,2.832566549
ENST00000621254.1,Nuclear,2.942814571
ENST00000553621.1,Nuclear,3.87142722
ENST00000604647.1,Nuclear,3.04198429
ENST00000518324.1,Nuclear,3.778364052
ENST00000570266.2,Nuclear,2.983454328
ENST00000623864.1,Nuclear,2.861579455
ENST00000623263.1,Nuclear,3.720533113
ENST00000527620.5,Nuclear,5.444661708
ENST00000560477.1,Nuclear,3.509244899
ENST00000641488.1,Nuclear,3.908995463
ENST00000608632.5,Nuclear,3.820118364
ENST00000518190.4,Nuclear,3.016868507
ENST00000436901.2,Nuclear,3.125589614
ENST00000427778.1,Nuclear,3.862802954
ENST00000438275.5,Nuclear,4.871438057
ENST00000592836.5,Nuclear,4.678016553
ENST00000525363.1,Nuclear,4.221924833
ENST00000455642.1,Nuclear,2.985985874
ENST00000624759.1,Nuclear,3.073383684
ENST00000587815.5,Nuclear,4.165023027
ENST00000594699.5,Nuclear,3.34143756
ENST00000418764.2,Nuclear,3.911866185
ENST00000420595.2,Nuclear,3.536384531
ENST00000569685.1,Nuclear,3.427124052
ENST00000465880.1,Nuclear,2.969023418
ENST00000424982.1,Nuclear,3.762408985
ENST00000449613.1,Nuclear,3.550592909
ENST00000548087.5,Nuclear,3.952066517
ENST00000617914.1,Nuclear,3.229997632
ENST00000613901.1,Nuclear,3.035053178
ENST00000470546.5,Nuclear,3.296474042
ENST00000442036.1,Nuclear,2.974486389
ENST00000527474.5,Nuclear,2.832352622
ENST00000503559.1,Nuclear,2.998561374
ENST00000475886.5,Nuclear,3.044256111
ENST00000514980.1,Nuclear,3.103696607
ENST00000602455.1,Nuclear,3.363648953
ENST00000577849.1,Nuclear,3.789566879
ENST00000527317.2,Nuclear,2.802203131
ENST00000561007.1,Nuclear,3.043584618
ENST00000503403.1,Nuclear,3.436484585
ENST00000612135.1,Nuclear,3.64231244
ENST00000558875.1,Nuclear,3.301015366
ENST00000446543.1,Nuclear,4.823115115
ENST00000623731.1,Nuclear,2.857866829
ENST00000578888.1,Nuclear,3.06050843
ENST00000416438.6,Nuclear,4.035423642
ENST00000556080.1,Nuclear,3.748605093
ENST00000425405.1,Nuclear,3.736360037
ENST00000615566.4,Nuclear,3.386847843
ENST00000528872.1,Nuclear,4.429172014
ENST00000443037.1,Nuclear,3.199075042
ENST00000396885.2,Nuclear,4.729074704
ENST00000629702.3,Nuclear,2.895717238
ENST00000582108.1,Nuclear,3.292234008
ENST00000584023.1,Nuclear,2.882682571
ENST00000428516.1,Nuclear,3.234475551
ENST00000587898.1,Nuclear,2.878827968
ENST00000623020.1,Nuclear,3.384123329
ENST00000598280.5,Nuclear,2.969289181
ENST00000591237.1,Nuclear,3.86061025
ENST00000435281.1,Nuclear,2.858906084
ENST00000555599.5,Nuclear,4.140366611
ENST00000611726.1,Nuclear,4.316720308
ENST00000438551.1,Nuclear,3.462074758
ENST00000451257.5,Nuclear,3.561006124
ENST00000641867.1,Nuclear,7.189699671
ENST00000550337.1,Nuclear,3.181781818
ENST00000595998.1,Nuclear,3.389087293
ENST00000566841.1,Nuclear,3.523082995
ENST00000563554.1,Nuclear,3.166960153
ENST00000506250.1,Nuclear,3.318430022
ENST00000547452.5,Nuclear,3.819520459
ENST00000415965.5,Nuclear,3.504852522
ENST00000548885.1,Nuclear,3.002172403
ENST00000594837.3,Nuclear,3.729068561
ENST00000412162.1,Nuclear,3.173816293
ENST00000414504.6,Nuclear,3.988054205
ENST00000439298.5,Nuclear,3.00102204
ENST00000560662.2,Nuclear,3.000989106
ENST00000584108.5,Nuclear,3.102554666
ENST00000624772.1,Nuclear,4.411330335
ENST00000597495.1,Nuclear,3.019790184
ENST00000562570.1,Nuclear,3.828156024
ENST00000562921.5,Nuclear,3.208140392
ENST00000421318.1,Nuclear,2.911091095
ENST00000599316.1,Nuclear,3.427798954
ENST00000591898.1,Nuclear,4.135724063
ENST00000582962.1,Nuclear,2.93841127
ENST00000641175.1,Nuclear,3.29779804
ENST00000473595.1,Nuclear,2.987777006
ENST00000442328.1,Nuclear,3.097427281
ENST00000624305.1,Nuclear,3.443161838
ENST00000607478.1,Nuclear,3.148370644
ENST00000625973.1,Nuclear,3.702627227
ENST00000623136.1,Nuclear,3.732022574
ENST00000436681.5,Nuclear,4.335386737
ENST00000548416.1,Nuclear,3.252731083
ENST00000506926.1,Nuclear,3.783515017
ENST00000624124.1,Nuclear,3.151439728
ENST00000545308.5,Nuclear,4.036245345
ENST00000640911.1,Nuclear,3.3684162
ENST00000597865.1,Nuclear,3.050661018
ENST00000613667.1,Nuclear,3.346480392
ENST00000511565.1,Nuclear,3.465193553
ENST00000641514.1,Nuclear,5.447277098
ENST00000526648.2,Nuclear,5.346282903
ENST00000600965.1,Nuclear,3.516118871
ENST00000631170.2,Nuclear,3.104013264
ENST00000624875.1,Nuclear,4.063792282
ENST00000531710.1,Nuclear,3.519842344
ENST00000599410.1,Nuclear,4.25704297
ENST00000469794.1,Nuclear,5.429342584
ENST00000532866.1,Nuclear,2.856578154
ENST00000411542.1,Nuclear,3.111132419
ENST00000431722.1,Nuclear,3.424362834
ENST00000621982.4,Nuclear,3.209920052
ENST00000413202.1,Nuclear,4.214885561
ENST00000612995.1,Nuclear,3.573571545
ENST00000599584.1,Nuclear,3.172225682
ENST00000502027.1,Nuclear,4.428808898
ENST00000506897.1,Nuclear,2.968852106
ENST00000602827.1,Nuclear,2.856485756
ENST00000625104.1,Nuclear,3.318196056
ENST00000579830.1,Nuclear,2.876166553
ENST00000595918.2,Nuclear,4.505209089
ENST00000510610.2,Nuclear,2.907417941
ENST00000562211.2,Nuclear,3.00309423
ENST00000635845.1,Nuclear,4.496185141
ENST00000589967.1,Nuclear,3.767695723
ENST00000602863.2,Nuclear,6.428996457
ENST00000446979.1,Nuclear,3.528981311
ENST00000445350.2,Nuclear,2.898644258
ENST00000622438.1,Nuclear,3.742135781
ENST00000583247.1,Nuclear,3.23059653
ENST00000519714.1,Nuclear,3.630881208
ENST00000431803.2,Nuclear,2.919127854
ENST00000629973.2,Nuclear,3.116942261
ENST00000499227.6,Nuclear,3.229333555
ENST00000607112.1,Nuclear,4.128848369
ENST00000610763.1,Nuclear,4.403940829
ENST00000414030.6,Nuclear,4.531402741
ENST00000519695.5,Nuclear,4.342540859
ENST00000619110.1,Nuclear,3.315413275
ENST00000429808.5,Nuclear,2.93746607
ENST00000605707.1,Nuclear,3.236085845
ENST00000608726.5,Nuclear,4.013510116
ENST00000422956.6,Nuclear,4.017230302
ENST00000506976.5,Nuclear,4.377844417
ENST00000446139.1,Nuclear,3.878263593
ENST00000596180.5,Nuclear,4.108031325
ENST00000452057.1,Nuclear,3.238841701
ENST00000536855.1,Nuclear,3.535928574
ENST00000586234.1,Nuclear,2.928812271
ENST00000429843.1,Nuclear,3.950111322
ENST00000620420.1,Nuclear,4.96120897
ENST00000620186.4,Nuclear,3.88972807
